rna_type,gene_name,rnacentral_id,hgnc_id
"lncRNA","lnc-DTWD2-1","URS00002B6301_9606","HGNC:55568"
"lncRNA","MIR3936HG","URS000075A913_9606","HGNC:40538"
"lncRNA","CARINH","URS0000E60A9C_9606","HGNC:33838"
"lncRNA","PCDHB1-AS1","URS000075C966_9606","HGNC:56111"
"lncRNA","lnc-ARHGAP26-4","URS000075D08C_9606","NA"
"lncRNA","STK32A-AS1","URS0000BC4541_9606","HGNC:53468"
"lncRNA","SH3TC2-DT","URS000075B781_9606","HGNC:52905"
"lncRNA","SAP30L-AS1","URS000075E493_9606","HGNC:26760"
"lncRNA","LINC02159","URS000075CBF5_9606","HGNC:27749"
"lncRNA","LINC01944","URS0000BC4592_9606","HGNC:52768"
"lncRNA","LINC01411","URS00007E506F_9606","HGNC:50703"
"lncRNA","MRNIP-DT","URS0000A76CF9_9606","HGNC:56030"
"lncRNA","LINC02222","URS0000BC4482_9606","HGNC:53091"
"lncRNA","TRIM7-AS2","URS00025EFF10_9606","HGNC:56031"
"lncRNA","LINC03066","URS00002EA13A_9606","HGNC:27767"
"lncRNA","GMDS-DT","URS000075E18B_9606","HGNC:48993"
"lncRNA","LINC02533","URS0000BC4576_9606","HGNC:53566"
"lncRNA","LINC02530","URS0000BC440A_9606","HGNC:53556"
"lncRNA","GFOD1-AS1","URS0002123189_9606","HGNC:40956"
"lncRNA","CASC15","URS0000CCE117_9606","HGNC:28245"
"lncRNA","LINC03005","URS0000A7779A_9606","HGNC:56130"
"lncRNA","LINC01012","URS000075BAE5_9606","HGNC:48986"
"lncRNA","HCG15","URS0000ABD815_9606","HGNC:18361"
"lncRNA","LINC03003","URS0000A76F54_9606","HGNC:56126"
"lncRNA","LINC02569","URS0000BC44FD_9606","HGNC:39760"
"lncRNA","IER3-AS1","URS0000BC43FA_9606","HGNC:53629"
"lncRNA","lnc-IER3-15","URS0000A7648E_9606","HGNC:39766"
"lncRNA","PSORS1C3","URS000083C8B0_9606","HGNC:17203"
"lncRNA","MICA-AS1","URS0000BC4549_9606","HGNC:53631"
"lncRNA","MICB-DT","URS0000BC43BC_9606","HGNC:53632"
"lncRNA","SNHG32","URS0000E60A00_9606","HGNC:19078"
"lncRNA","HCG24","URS0000A76B5C_9606","HGNC:23500"
"lncRNA","ILRUN-AS1","URS0000A777D1_9606","HGNC:55216"
"lncRNA","BTBD9-AS1","URS0000A76683_9606","HGNC:40959"
"lncRNA","LINC02537","URS0000BC4652_9606","HGNC:27784"
"lncRNA","SCIRT","URS00007E3D3D_9606","HGNC:55341"
"lncRNA","TRAM2-AS1","URS000075D190_9606","HGNC:48663"
"lncRNA","MLIP-AS1","URS0000BC44F0_9606","HGNC:40963"
"lncRNA","DST-AS1","URS00007E4B2E_9606","HGNC:40098"
"lncRNA","FAM135A-AS1","URS0000BC43C8_9606","HGNC:40955"
"lncRNA","LINC02540","URS0000BC4480_9606","HGNC:53573"
"lncRNA","LINC01526","URS00007E4C9A_9606","HGNC:51265"
"lncRNA","LINC01611","URS00008E3A77_9606","HGNC:51791"
"lncRNA","UFL1-AS1","URS00025E8BD3_9606","HGNC:41007"
"lncRNA","BVES-AS1","URS000075BC9B_9606","HGNC:21223"
"lncRNA","LINC02526","URS0000BC445F_9606","HGNC:53550"
"lncRNA","TRAF3IP2-AS1","URS000075A5FA_9606","HGNC:40005"
"lncRNA","LINC02527","URS0000BC44CF_9606","HGNC:53553"
"lncRNA","LINC02518","URS0000BC45D4_9606","HGNC:53509"
"lncRNA","CALHM6-AS1","URS00025E343F_9606","HGNC:40971"
"lncRNA","RNF217-AS1","URS000075EEB1_9606","HGNC:50866"
"lncRNA","TARID","URS0000759C5B_9606","HGNC:50506"
"lncRNA","CT69","URS00007E33EF_9606","HGNC:37196"
"lncRNA","AHI1-DT","URS000075A820_9606","HGNC:32526"
"lncRNA","LINC03004","URS00007E3CB1_9606","HGNC:56128"
"lncRNA","LINC02865","URS00025E356A_9606","HGNC:54516"
"lncRNA","SIMALR","URS0000BC4578_9606","HGNC:53554"
"lncRNA","NHSL1-AS1","URS000075DB5F_9606","HGNC:40947"
"lncRNA","CCDC28A-AS1","URS0000E60A6D_9606","HGNC:51715"
"lncRNA","STXBP5-AS1","URS000075A035_9606","HGNC:44183"
"lncRNA","UST-AS2","URS0000A776CA_9606","HGNC:40803"
"lncRNA","TAB2-AS1","URS0000BC461A_9606","HGNC:53508"
"lncRNA","RAET1E-AS1","URS000075DCB9_9606","HGNC:48994"
"lncRNA","EZR-AS1","URS000075E0FC_9606","HGNC:40609"
"lncRNA","FNDC1-AS1","URS000075CD5F_9606","HGNC:55706"
"lncRNA","FNDC1-IT1","URS0002123164_9606","HGNC:41460"
"lncRNA","LINC00473","URS000075D5B0_9606","HGNC:21160"
"lncRNA","LINC01558","URS000075EDEF_9606","NA"
"lncRNA","LINC03015","URS0000A76531_9606","HGNC:56143"
"lncRNA","FOXL3-OT1","URS000194B0D5_9606","HGNC:54640"
"lncRNA","PRKAR1B-AS1","URS000075A91B_9606","HGNC:40470"
"lncRNA","LNCRI","URS00007C2E15_9606","HGNC:53790"
"lncRNA","RBAKDN","URS000075C759_9606","HGNC:33770"
"lncRNA","MIOS-DT","URS000075EE2C_9606","HGNC:55187"
"lncRNA","GLCCI1-DT","URS000075BA7C_9606","HGNC:40852"
"lncRNA","CRPPA-AS1","URS00007599CA_9606","HGNC:48962"
"lncRNA","ITGB8-AS1","URS000075BC59_9606","HGNC:55257"
"lncRNA","SNX10-AS1","URS0000A76872_9606","HGNC:55845"
"lncRNA","LINC02981","URS0000BC4626_9606","HGNC:56055"
"lncRNA","HOTAIRM1","URS000075CF47_9606","HGNC:37117"
"lncRNA","CPVL-AS2","URS000075C32B_9606","HGNC:56138"
"lncRNA","LINC01176","URS000075A7FE_9606","HGNC:49548"
"lncRNA","LINC00265","URS000075CC82_9606","HGNC:28019"
"lncRNA","INHBA-AS1","URS0000CCDF9A_9606","HGNC:40303"
"lncRNA","LINC01448","URS000075CCA7_9606","HGNC:50790"
"lncRNA","LINC00957","URS000075BC76_9606","HGNC:22332"
"lncRNA","PKD1L1-AS1","URS0000E60AF6_9606","HGNC:21911"
"lncRNA","LINC01005","URS000075A4F0_9606","HGNC:48963"
"lncRNA","LINC03006","URS00007E4026_9606","HGNC:56131"
"lncRNA","LINC00174","URS000075E19E_9606","HGNC:27788"
"lncRNA","LINC03011","URS0000A765C9_9606","HGNC:56136"
"lncRNA","ELN-AS1","URS00025E6A20_9606","HGNC:40212"
"lncRNA","LINC03009","URS000075ECDB_9606","HGNC:56134"
"lncRNA","MAGI2-AS3","URS0000759965_9606","HGNC:40862"
"lncRNA","DMTF1-AS1","URS0000A77178_9606","HGNC:55864"
"lncRNA","CYP51A1-AS1","URS000075D847_9606","HGNC:50694"
"lncRNA","COL1A2-AS1","URS0000BC4488_9606","HGNC:53133"
"lncRNA","SLC12A9-AS1","URS0000BC459D_9606","HGNC:40807"
"lncRNA","LNCPRESS1","URS0000BC450A_9606","HGNC:52746"
"lncRNA","EMSLR","URS0000A76561_9606","HGNC:54408"
"lncRNA","LINC02577","URS000212316C_9606","HGNC:53749"
"lncRNA","CBLL1-AS1","URS0000A76AC3_9606","HGNC:55571"
"lncRNA","LINC02903","URS00007BC1B0_9606","HGNC:33712"
"lncRNA","LINC03076","URS000075BC92_9606","HGNC:56656"
"lncRNA","ST7-OT4","URS0000CCE06E_9606","HGNC:18835"
"lncRNA","ENSG00000240758.2","URS0000EF2F11_9606","HGNC:55641"
"lncRNA","LINC00513","URS000075E2F6_9606","HGNC:43566"
"lncRNA","MKLN1-AS","URS000075C425_9606","HGNC:40374"
"lncRNA","FAM131B-AS2","URS0000E60A13_9606","HGNC:56141"
"lncRNA","EPHA1-AS1","URS000075E553_9606","HGNC:27799"
"lncRNA","ATP6V0E2-AS1","URS000075E2F4_9606","HGNC:44180"
"lncRNA","WDR86-AS1","URS000075B24D_9606","HGNC:41186"
"lncRNA","PRKAG2-AS2","URS000212323E_9606","HGNC:40467"
"lncRNA","BLACE","URS000075DC13_9606","HGNC:20484"
"lncRNA","LINC03010","URS0000BC4616_9606","HGNC:56135"
"lncRNA","MNX1-AS1","URS000075D82B_9606","HGNC:48954"
"lncRNA","PTPRN2-AS1","URS000075C020_9606","HGNC:40488"
"lncRNA","LINC00689","URS000075E164_9606","HGNC:27217"
"lncRNA","lnc-ERICH1-19","URS0000A773E6_9606","HGNC:55523"
"lncRNA","FAM85B","URS0000BC465B_9606","HGNC:32160"
"lncRNA","ENSG00000253505.4","URS0000DB9AFA_9606","HGNC:55964"
"lncRNA","ENSG00000254153.2","URS00022B9017_9606","HGNC:55965"
"lncRNA","LINC00529","URS0002123255_9606","HGNC:15544"
"lncRNA","TDH-AS1","URS0000BC4648_9606","HGNC:55510"
"lncRNA","FAM85A","URS0000BC43AD_9606","HGNC:17606"
"lncRNA","LINC00681","URS0000ABD8C2_9606","HGNC:44423"
"lncRNA","NONHSAG049763.2","URS000075CE0C_9606","HGNC:56648"
"lncRNA","ADAM7-AS2","URS00007E4591_9606","HGNC:56153"
"lncRNA","LINC00589","URS0000CCE0F1_9606","HGNC:32299"
"lncRNA","LINC02099","URS00007E3400_9606","HGNC:52953"
"lncRNA","LINC02209","URS000075C585_9606","HGNC:27827"
"lncRNA","LINC03042","URS0001981391_9606","HGNC:33774"
"sRNA","IKBKB-DT","URS00007E39E2_9606","HGNC:55254"
"lncRNA","PCMTD1-DT","URS00025E8980_9606","HGNC:55791"
"lncRNA","LINC00968","URS000075A7FC_9606","HGNC:48727"
"lncRNA","LINC00251","URS000075C711_9606","HGNC:31950"
"lncRNA","C8orf34-AS1","URS000075EA23_9606","HGNC:27840"
"lncRNA","SLCO5A1-AS1","URS00022B288D_9606","HGNC:55595"
"lncRNA","LACTB2-AS1","URS000075D2DF_9606","HGNC:27841"
"lncRNA","STAU2-AS1","URS000075D7E2_9606","HGNC:44101"
"lncRNA","ZFHX4-AS1","URS000075CAFC_9606","HGNC:44165"
"lncRNA","OTUD6B-AS1","URS000075D817_9606","HGNC:50466"
"lncRNA","LINC01181","URS0000ABD8CE_9606","HGNC:25533"
"lncRNA","LINC01151","URS00003F2CFE_9606","HGNC:49471"
"lncRNA","FAM83A-AS2","URS00004BFF87_9606","HGNC:56225"
"lncRNA","FER1L6-AS2","URS0000759E35_9606","HGNC:26534"
"sRNA","PVT1","URS00008E3A67_9606","HGNC:9709"
"lncRNA","LINC02055","URS000033D6AF_9606","HGNC:52895"
"lncRNA","SLC45A4-AS1","URS0000E60A84_9606","HGNC:56711"
"lncRNA","LY6E-DT","URS000075CA9F_9606","HGNC:53728"
"lncRNA","NONHSAG051472.2","URS00009B592E_9606","HGNC:26731"
"lncRNA","VLDLR-AS1","URS00008121F7_9606","HGNC:49621"
"lncRNA","LINC01231","URS000075C6B3_9606","HGNC:49688"
"lncRNA","CDC37L1-DT","URS000075E127_9606","HGNC:49735"
"lncRNA","LINC03041","URS0000DB9E82_9606","HGNC:19054"
"lncRNA","MIR31HG","URS0000CCDFB4_9606","HGNC:37187"
"lncRNA","LINC01241","URS000075DE7D_9606","HGNC:49804"
"lncRNA","LINC03106","URS00007BBD79_9606","HGNC:56836"
"lncRNA","UBE2R2-AS1","URS0002123160_9606","HGNC:49911"
"lncRNA","CNTFR-AS1","URS000075A991_9606","HGNC:48712"
"lncRNA","DNAJB5-DT","URS000075B376_9606","HGNC:49846"
"lncRNA","FAM201A","URS000075AC74_9606","HGNC:27239"
"lncRNA","FAM95B1","URS0000759C7C_9606","HGNC:32318"
"lncRNA","LINC03025","URS0000BC460F_9606","HGNC:56158"
"lncRNA","FAM242F","URS0000A773E0_9606","HGNC:53876"
"lncRNA","FAM88F","URS0000BC4600_9606","HGNC:56162"
"lncRNA","NONHSAG052239.2","URS000075DBA9_9606","HGNC:32031"
"lncRNA","BANCR","URS0000759AA6_9606","HGNC:43877"
"lncRNA","CFAP95-DT","URS000075A4EF_9606","HGNC:48713"
"lncRNA","VPS13A-AS1","URS000075ED86_9606","HGNC:44167"
"lncRNA","TLE1-DT","URS0000759AE9_9606","HGNC:55701"
"lncRNA","UBQLN1-AS1","URS0000A76698_9606","HGNC:55518"
"lncRNA","LINC02843","URS00021231E4_9606","HGNC:27847"
"lncRNA","LINC01501","URS000075B5F1_9606","HGNC:27988"
"lncRNA","LINC00475","URS000075E2BA_9606","HGNC:23569"
"lncRNA","MIRLET7A1HG","URS0002123205_9606","HGNC:53970"
"lncRNA","HSD17B3-AS1","URS0000BC456B_9606","HGNC:53136"
"lncRNA","ADIPINT","URS00025E353D_9606","HGNC:56273"
"lncRNA","LINC01505","URS000075E3BA_9606","HGNC:51186"
"lncRNA","HSDL2-AS1","URS00021ED9D3_9606","HGNC:31438"
"lncRNA","FAM225A","URS000075B874_9606","HGNC:21865"
"lncRNA","LINC00474","URS0000CCE02B_9606","HGNC:23367"
"lncRNA","PAPPA-AS2","URS00021231FF_9606","HGNC:35160"
"lncRNA","PBX3-DT","URS000075E8DF_9606","HGNC:24638"
"lncRNA","ODF2-AS1","URS000212313C_9606","HGNC:49461"
"lncRNA","IER5L-AS1","URS000218112A_9606","HGNC:55825"
"lncRNA","LINC00963","URS000075C353_9606","HGNC:48716"
"lncRNA","ENSG00000178243.4","URS00007BEBA9_9606","HGNC:28581"
"lncRNA","PPP1R26-AS1","URS000075C8DA_9606","HGNC:48717"
"lncRNA","LINC02908","URS000212322C_9606","HGNC:31426"
"lncRNA","ARRDC1-AS1","URS0000759D8C_9606","HGNC:23395"
"lncRNA","FAM157B","URS0000ABD89A_9606","HGNC:34080"
"lncRNA","LINC00685","URS0000759D41_9606","HGNC:27560"
"lncRNA","LINC00102","URS000075E171_9606","HGNC:30470"
"lncRNA","ARSD-AS1","URS0000A76F0C_9606","HGNC:40085"
"lncRNA","LINC01546","URS000075B7AF_9606","HGNC:27336"
"lncRNA","ENSG00000234129.10","URS00022AFCC6_9606","HGNC:55698"
"lncRNA","TLR8-AS1","URS000075D4A0_9606","HGNC:40720"
"lncRNA","PHKA2-AS1","URS000075CB2F_9606","HGNC:44110"
"lncRNA","TAB3-AS1","URS0000ABD80D_9606","HGNC:20176"
"lncRNA","LINC02601","URS0000A7744F_9606","HGNC:53966"
"lncRNA","NDP-AS1","URS0000BC4470_9606","HGNC:40395"
"lncRNA","LINC01186","URS0000759D9D_9606","HGNC:49573"
"lncRNA","ZNF630-AS1","URS0000A77018_9606","HGNC:41215"
"lncRNA","MIR223HG","URS00021231B4_9606","HGNC:54520"
"lncRNA","JPX","URS000075CF99_9606","HGNC:37191"
"lncRNA","FTX","URS000043C800_9606","HGNC:37190"
"lncRNA","PLS3-AS1","URS000075AAD5_9606","HGNC:50343"
"lncRNA","DANT1","URS0000BC4443_9606","HGNC:50863"
"lncRNA","RHOXF1-AS1","URS0000812161_9606","HGNC:51582"
"lncRNA","NONHSAG055315.2","URS00002F3F76_9606","HGNC:49627"
"lncRNA","LINC02243","URS0000A76CE7_9606","HGNC:53129"
"lncRNA","LINC00892","URS000075A10E_9606","HGNC:48578"
"lncRNA","ENSG00000224765.2","URS00025F35BA_9606","HGNC:55853"
"lncRNA","EOLA2-DT","URS000075C601_9606","HGNC:48579"
"lncRNA","ATP6AP1-DT","URS000075C8C8_9606","HGNC:25138"
"lncRNA","WASIR1","URS0000A76759_9606","HGNC:38513"
