"RNAID","Dataset","GC_percentage","GA","GT","CpG","TA","phyloP_max_241w","phyloP_max_100w","RPKM_tissue","RPKM_primary.cell","copy_number","repeat_distance","Interaction_ave","MFE","SNP_density","MAF_avg","fickett","GERP_91_mammals_max","GERP_63_amniotes_max","lowComplexity_density","Max_covariance","coding_potential","methylome","H3K9ac_MaxScaledSignal","H3K79me2_MaxScaledSignal","chrm_acc_MaxScaledSignal","H3K79me1_MaxScaledSignal","Random","T","C","G","MaxEnt_splicing"
"RNA1011","protein-exon3-negative-control",2.19209496829893,-1.66028494640393,0.9876471835193,2.34162829705082,0.0963558227823708,-1.07879077612192,-1.31548032229045,-0.792822471665471,-0.563753470607304,16.8622689869149,-0.531951317931432,-3.54356354757468,-2.78303394450703,0.916492935668413,2.34944197677866,-0.726092201533974,NA,NA,1.26725317761206,-0.925693555164619,0,-1.27289373845441,0,0,-0.674490759476595,0,-1.15056633615411,-1.06237349162722,1.88993395613222,1.20768911215151,-0.182294254656484
"RNA1012","protein-exon3-negative-control",2.10778362336436,-0.985794186927331,0.650401803781003,1.9980197969401,-0.346880962016535,-1.07879077612192,-1.31548032229045,-0.85198832775991,-0.624155628172372,21.583704303251,-0.583383075189996,-1.42060885624274,-3.56690158389875,-0.509572117652859,1.38178350117698,-0.922448250711115,NA,NA,0,-0.924308563872059,0,-1.3154053417521,0,0,-0.674490759476595,0,-0.132424508804179,-1.54264718256527,1.49609267225466,1.39811109279161,-0.182294254656484
"RNA1013","protein-exon3-negative-control",2.19209496829893,-0.648548807189034,0.0240889556955927,2.3034495748163,-0.0770846582258967,-1.07879077612192,-1.31548032229045,-0.638991245819932,-0.392614024172944,18.2112505058681,-0.461416336548259,-0.400914123995675,-2.15715513165938,-0.473475677762515,1.65239985452321,-0.371259813454023,NA,NA,0,-0.933311007273697,0,-1.31358789267544,0,0,-0.674490759476595,0,-0.0164775248253451,-1.49799913794928,1.62520154426265,1.39523231388873,-0.182294254656484
"RNA1014","protein-exon3-negative-control",1.85484958856064,-0.907968330064647,0.867202405041337,1.80712618576748,0.250525139234164,-1.07879077612192,-1.31548032229045,-0.85198832775991,-0.624155628172372,22.2581950627276,-0.583383075189996,-1.36489870501753,-2.96532874436557,-1.29146060293469,1.41663560728975,-1.14412186134712,NA,NA,0,-0.92205795302165,0,-1.31759533910801,0,0,-0.674490759476595,0,1.31928974439016,-1.36405500410131,1.54773622105785,1.31750528351095,-0.182294254656484
"RNA1015","protein-exon3-negative-control",1.68622689869149,-0.544780998038788,-0.554045980998632,1.95984107470558,0.0770846582258967,-1.07879077612192,-1.31548032229045,-0.769156129227696,-0.533552391824769,22.2581950627276,-0.520195487700904,-1.16195458269714,-2.01739578510117,-1.74718307342821,1.16652049283338,-0.656323959651151,NA,NA,0,-0.923616068225779,0,-1.31777868772385,0,0,-0.674490759476595,0,0.780809067579494,-0.644105284668487,1.31534025144349,1.45352758667206,-0.182294254656484
"RNA1016","protein-exon3-negative-control",1.85484958856064,-1.71216885097905,0.62631284808541,1.83257866725716,0.674490759476595,-1.07879077612192,-1.31548032229045,-0.638991245819932,-0.392614024172944,21.583704303251,-0.46876373044234,-0.393950355092525,-1.34290502562457,-1.50368616634373,1.27722718283866,-0.396577374912886,NA,NA,0,-0.923616068225779,0,-1.32180830654717,0,0,-0.674490759476595,0,1.18456885682059,-1.50152398357686,1.54365909878392,1.47500479243434,-0.182294254656484
"RNA1017","protein-exon3-negative-control",1.77053824362606,-2.15318203986759,0.843113449345744,0.585407074262705,0.886473569597811,-0.611380512975861,-0.429559788320083,-0.922987355073235,-0.563753470607304,24.2816673411574,-0.542237669383145,-2.22940087313724,-3.43929522399777,-2.95779709141417,-0.709342865589368,0.304583792818084,NA,NA,0,-0.941967202852196,0,-1.32138016147188,0,0,-0.674490759476595,0,-0.995057177655742,-0.587675117167721,0.994002614445838,1.80114013919491,-0.762977040683862
"RNA1018","protein-exon3-negative-control",2.02347227842979,-4.69549336404861,0.313156424042705,0.763574444690485,1.6380489873003,-1.07879077612192,-1.31548032229045,-0.662657588257708,-0.120804315130136,22.9326858222042,-0.409984579289695,-1.56883765146695,-0.735255692762775,-2.96469383219961,-0.709342865589368,1.07899195133462,NA,NA,0,-0.944217813702605,0,-1.33139876570906,0,0,-0.674490759476595,0,-0.589605319850673,-0.343264200603905,0.431150065564612,0.863520016909523,-0.580444225788109
"RNA1019","protein-exon3-negative-control",1.09604748414947,-2.20506594444271,-0.337245379738297,0.521775870538498,1.25262569617082,-0.419091480668937,-0.279176638856207,-0.993986382386561,-0.68455778573744,26.3051396195872,-0.385003440049821,-0.2218457807718,-4.45406960987698,-2.99418198814345,-0.709342865589368,-0.196549313005071,NA,NA,0,-0.940928459382776,0,-1.31748402707366,0,0,-0.674490759476595,0,0.285194127722782,0.776491695418126,-0.432316912832716,-0.436056127941878,0.886288573716428
"RNA1020","protein-exon3-negative-control",1.34898151895319,-3.03520841764468,-0.481779113911854,0.241798574151987,0.713033088589544,-0.611380512975861,-0.429559788320083,-0.709990273133258,-0.201340525216894,23.6071765816808,-0.420270930741408,0.793869654959178,-0.692720239462449,-2.85074026914586,-0.709342865589368,-1.39980990569885,NA,NA,0,-1.01519861744629,0,-1.30468245615864,0,0,-0.674490759476595,0,1.13356507582087,1.05755246494787,-0.726273157390941,-0.433688958279128,0.886288573716428
